alg_name,dataset,id,2,5,4,1,Acc,3
weka.J48,satimage,243044,0.15,,false,,,2
weka.J48,satimage,243045,0.15,,false,,0.86563,2
weka.J48,satimage,243046,0.15,,false,,,2
weka.J48,satimage,243047,0.15,,false,,,2
weka.J48,satimage,243040,0.15,,false,,,2
weka.J48,satimage,243041,0.15,,false,,,2
weka.J48,satimage,243042,0.15,,false,,,2
weka.J48,satimage,243043,0.15,,false,,,2
weka.J48,satimage,243052,0.15,,false,,,2
weka.J48,satimage,243053,0.15,,false,,0.86563,2
weka.J48,satimage,243054,0.15,,false,,,2
weka.J48,satimage,243055,0.15,,false,,,2
weka.J48,satimage,243048,0.15,,false,,,2
