% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 32 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {pendigits}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.RBFNetwork,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Ridor,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.LMT,weka.IBk,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
pendigits,weka.SMO,4.31,1.24722e+08,74,3.53568e+08,0.976983
pendigits,weka.SMO,4.6,1.24766e+08,67,3.72264e+08,0.976892
pendigits,weka.SMO,4.83,1.24738e+08,75,3.94576e+08,0.976983
pendigits,weka.SMO,4.92,1.24718e+08,78,3.44972e+08,0.976983
pendigits,weka.SMO,4.54,1.3955e+08,64,3.16536e+08,0.976983
pendigits,weka.SMO,3.48,1.24722e+08,58,2.70844e+08,0.976983
pendigits,weka.SMO,4.69,1.24724e+08,71,4.08608e+08,0.976983
pendigits,weka.SMO,4.65,1.24661e+08,82,3.39408e+08,0.976892
pendigits,weka.SMO,5.2,1.24707e+08,95,3.90768e+08,0.976983
pendigits,weka.SMO,4.41,1.24788e+08,70,3.331e+08,0.977074
pendigits,weka.SMO,4.23,1.39633e+08,65,3.34276e+08,0.976983
pendigits,weka.SMO,4.2,1.24663e+08,65,3.43964e+08,0.977074
pendigits,weka.SMO,5.1,1.39496e+08,73,2.9148e+08,0.976983
pendigits,weka.SMO,4.53,1.39861e+08,78,3.4128e+08,0.976983
pendigits,weka.SMO,5.56,1.39861e+08,92,3.29192e+08,0.979713
pendigits,weka.SMO,5.43,1.24718e+08,80,3.20844e+08,0.979713
pendigits,weka.SMO,5.2,1.24665e+08,71,3.76364e+08,0.979622
pendigits,weka.SMO,5.68,1.24719e+08,85,3.24484e+08,0.979713
pendigits,weka.SMO,5.49,1.24709e+08,81,3.58164e+08,0.979713
pendigits,weka.SMO,5.68,1.24642e+08,81,3.35184e+08,0.979622
pendigits,weka.SMO,5.32,1.24692e+08,83,3.74908e+08,0.979713
pendigits,weka.SMO,5.21,1.24732e+08,69,2.71716e+08,0.979713
pendigits,weka.SMO,5.51,1.24704e+08,86,3.54584e+08,0.979804
pendigits,weka.SMO,5.53,1.24782e+08,87,3.099e+08,0.979713
pendigits,weka.SMO,5.2,1.24719e+08,77,3.03672e+08,0.979713
pendigits,weka.SMO,5.3,1.24659e+08,77,3.17776e+08,0.979713
pendigits,weka.SMO,4.67,1.47009e+08,44.39,3.37323e+08,0.979713
