% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 28 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {optdigits}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.RBFNetwork,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Ridor,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.LMT,weka.IBk,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
optdigits,weka.SMO,5.49,9.22741e+07,61,2.29132e+08,0.98274
optdigits,weka.SMO,4.29,1.24076e+08,48,1.93732e+08,0.98274
optdigits,weka.SMO,4.36,1.0586e+08,48,1.493e+08,0.98274
optdigits,weka.SMO,3.59,1.28825e+08,41,2.5936e+07,0.98274
optdigits,weka.SMO,3.9,1.28838e+08,43,0,0.98274
optdigits,weka.SMO,3.41,1.36707e+08,41,2.2526e+08,0.98274
optdigits,weka.SMO,4.9,1.13159e+08,42,1.9348e+08,0.98274
optdigits,weka.SMO,3.83,1.20842e+08,42,1.92524e+08,0.98274
optdigits,weka.SMO,4.11,1.20944e+08,43,1.73544e+08,0.98274
optdigits,weka.SMO,4.19,1.28846e+08,46,1.80548e+08,0.98274
optdigits,weka.SMO,4.8,1.36687e+08,46,1.82656e+08,0.98274
optdigits,weka.SMO,3.81,9.22316e+07,41,3.47208e+08,0.98274
optdigits,weka.SMO,3.96,1.28833e+08,42,1.79504e+08,0.98274
optdigits,weka.SMO,5.42,1.36691e+08,62,2.14516e+08,0.983274
optdigits,weka.SMO,4.9,1.36686e+08,53,2.01648e+08,0.983452
optdigits,weka.SMO,4.7,9.24211e+07,46,3.4902e+08,0.983274
optdigits,weka.SMO,4.5,1.28795e+08,44,1.79088e+08,0.983274
optdigits,weka.SMO,4.12,9.22623e+07,43,3.52148e+08,0.983452
optdigits,weka.SMO,4.83,1.36674e+08,57,2.13172e+08,0.983274
optdigits,weka.SMO,4.2,9.22339e+07,49,3.84736e+08,0.983274
optdigits,weka.SMO,4.2,1.36694e+08,47,2.11608e+08,0.983274
optdigits,weka.SMO,3.87,9.22396e+07,42,3.78108e+08,0.983274
optdigits,weka.SMO,4.21,9.22308e+07,46,3.50864e+08,0.983274
optdigits,weka.SMO,4.5,1.36718e+08,45,2.16764e+08,0.983274
optdigits,weka.SMO,3.98,9.22414e+07,43,3.35336e+08,0.983274
optdigits,weka.SMO,4.11,9.2244e+07,45,3.22404e+08,0.983452
optdigits,weka.SMO,3.68,1.2089e+08,42,1.67128e+08,0.983096
optdigits,weka.SMO,4.41,1.36713e+08,42,1.84224e+08,0.983274
optdigits,weka.SMO,4.13,1.28857e+08,43,1.76132e+08,0.983274
optdigits,weka.SMO,3.96,1.36701e+08,45,2.054e+07,0.983274
optdigits,weka.SMO,3.97,9.22133e+07,44,0,0.983274
optdigits,weka.SMO,3.85,1.20831e+08,43,2.0334e+08,0.983274
optdigits,weka.SMO,4.47,1.20834e+08,51,1.81056e+08,0.983274
optdigits,weka.SMO,4.1,1.36684e+08,50,1.8196e+08,0.983986
optdigits,weka.SMO,3.98,9.2236e+07,48,3.59768e+08,0.983986
optdigits,weka.SMO,4.2,1.36662e+08,49,1.84928e+08,0.983986
optdigits,weka.SMO,4.31,1.36688e+08,46,1.835e+08,0.983986
optdigits,weka.SMO,4.5,1.36664e+08,47,1.82172e+08,0.983986
optdigits,weka.SMO,4.49,1.28854e+08,46,1.7622e+08,0.983986
optdigits,weka.SMO,4.1,1.36689e+08,43,1.82684e+08,0.983986
optdigits,weka.SMO,4.4,1.20806e+08,44,1.58136e+08,0.983986
optdigits,weka.SMO,4.27,1.36674e+08,50,2.16184e+08,0.983986
optdigits,weka.SMO,4.19,9.22446e+07,45,3.68932e+08,0.983986
optdigits,weka.SMO,4.23,9.22448e+07,50,3.59696e+08,0.983986
optdigits,weka.SMO,3.97,1.209e+08,55,1.9218e+08,0.983986
optdigits,weka.SMO,4.4,1.13191e+08,45,1.77036e+08,0.983986
optdigits,weka.SMO,4.47,1.28854e+08,46,1.74588e+08,0.983986
optdigits,weka.SMO,5.16,1.36662e+08,61,2.14388e+08,0.983808
optdigits,weka.SMO,4.12,9.23675e+07,48,2.62208e+08,0.983986
optdigits,weka.SMO,5.2,1.36669e+08,58,2.19776e+08,0.983986
optdigits,weka.SMO,4.48,1.36699e+08,54,1.835e+08,0.983986
optdigits,weka.SMO,4.18,9.24233e+07,45,1.72212e+08,0.983986
optdigits,weka.SMO,4.13,1.28848e+08,46,1.71684e+08,0.983986
